ID,Source file and JSON path,Group,Exact screen/card,English source,Complete intended meaning,Current Kannada,Literal meaning of current Kannada,Missing meaning,Added meaning,Grammar problem,Spelling problem,Word-order problem,Register problem,Punctuation problem,Fragment composition,Display/narration/both,Runtime consumer,Proposed complete Kannada display,Proposed complete Kannada narration,Names/numbers/acronyms preserved,Human approval status,Defective,Reviewer correction,Reviewer decision,Reviewer name,Review date
kn.admissions_and_fees.additional_details.admission_and_eligibility.be_programs.entrance_exams[1],backend/data/locales/kn.json#admissions_and_fees.additional_details.admission_and_eligibility.be_programs.entrance_exams[1],5. Admissions,Admissions card — additional_details.admission_and_eligibility.be_programs.entrance_exams[1],COMEDK,"Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: COMEDK",COMEDK (ಖಾಸಗಿ/ಮ್ಯಾನೇಜ್‌ಮೆಂಟ್ ಪ್ರವೇಶ),Working literal gloss: COMEDK,No omission established by desk review; native reviewer must verify every clause.,No added fact established by desk review; native reviewer must verify register and implications.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,Stored list item; the runtime composes it with sibling items. Review the composed sentence before approval.,both,backend admissions adapter/narration + frontend admissions card locale imports,COMEDK (ಖಾಸಗಿ/ಮ್ಯಾನೇಜ್‌ಮೆಂಟ್ ಪ್ರವೇಶ),COMEDK (ಖಾಸಗಿ/ಮ್ಯಾನೇಜ್‌ಮೆಂಟ್ ಪ್ರವೇಶ).,YES,READY_FOR_NATIVE_REVIEW,NO,,,,
kn.admissions_and_fees.additional_details.admission_and_eligibility.be_programs.entrance_exams[2],backend/data/locales/kn.json#admissions_and_fees.additional_details.admission_and_eligibility.be_programs.entrance_exams[2],5. Admissions,Admissions card — additional_details.admission_and_eligibility.be_programs.entrance_exams[2],Management Quota,"Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: Management Quota",ಮ್ಯಾನೇಜ್‌ಮೆಂಟ್ ಕೋಟಾ (ನೇರ ಪ್ರವೇಶ ಲಭ್ಯ),Working literal gloss: Management Quota,No omission established by desk review; native reviewer must verify every clause.,No added fact established by desk review; native reviewer must verify register and implications.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,Stored list item; the runtime composes it with sibling items. Review the composed sentence before approval.,both,backend admissions adapter/narration + frontend admissions card locale imports,ಮ್ಯಾನೇಜ್‌ಮೆಂಟ್ ಕೋಟಾ (ನೇರ ಪ್ರವೇಶ ಲಭ್ಯ),ಮ್ಯಾನೇಜ್‌ಮೆಂಟ್ ಕೋಟಾ (ನೇರ ಪ್ರವೇಶ ಲಭ್ಯ).,YES,READY_FOR_NATIVE_REVIEW,NO,,,,
kn.admissions_and_fees.additional_details.admission_and_eligibility.mba_programs.qualification,backend/data/locales/kn.json#admissions_and_fees.additional_details.admission_and_eligibility.mba_programs.qualification,5. Admissions,Admissions card — additional_details.admission_and_eligibility.mba_programs.qualification,Graduation with minimum 50% aggregate,"Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: Graduation with minimum 50% aggregate",ಕನಿಷ್ಠ 50% ಒಟ್ಟು ಅಂಕಗಳೊಂದಿಗೆ ಪದವಿ,Working literal gloss: Graduation with minimum 50% aggregate,No omission established by desk review; native reviewer must verify every clause.,No added fact established by desk review; native reviewer must verify register and implications.,The sentence has been redrafted as a complete candidate; native reviewer must validate grammar.,No specific defect established; native review required.,Candidate uses revised Kannada ordering; native reviewer must compare it with the current construction.,Candidate targets consistent respectful kiosk language; approval is pending.,No specific defect established; native review required.,None; stored as a complete source value.,both,backend admissions adapter/narration + frontend admissions card locale imports,ಕನಿಷ್ಠ 50% ಒಟ್ಟು ಯೋಗ್ಯತೆಯೊಂದಿಗೆ ಪದವಿ,ಕನಿಷ್ಠ 50% ಒಟ್ಟು ಯೋಗ್ಯತೆಯೊಂದಿಗೆ ಪದವಿ.,YES,READY_FOR_NATIVE_REVIEW,YES,,,,
kn.admissions_and_fees.additional_details.admission_and_eligibility.mba_programs.entrance_exams[0],backend/data/locales/kn.json#admissions_and_fees.additional_details.admission_and_eligibility.mba_programs.entrance_exams[0],5. Admissions,Admissions card — additional_details.admission_and_eligibility.mba_programs.entrance_exams[0],CAT,"Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: CAT",CAT,Working literal gloss: CAT,No omission established by desk review; native reviewer must verify every clause.,No added fact established by desk review; native reviewer must verify register and implications.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,Stored list item; the runtime composes it with sibling items. Review the composed sentence before approval.,both,backend admissions adapter/narration + frontend admissions card locale imports,CAT,CAT.,YES,READY_FOR_NATIVE_REVIEW,NO,,,,
kn.admissions_and_fees.additional_details.admission_and_eligibility.mba_programs.entrance_exams[1],backend/data/locales/kn.json#admissions_and_fees.additional_details.admission_and_eligibility.mba_programs.entrance_exams[1],5. Admissions,Admissions card — additional_details.admission_and_eligibility.mba_programs.entrance_exams[1],MAT,"Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: MAT",MAT,Working literal gloss: MAT,No omission established by desk review; native reviewer must verify every clause.,No added fact established by desk review; native reviewer must verify register and implications.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,Stored list item; the runtime composes it with sibling items. Review the composed sentence before approval.,both,backend admissions adapter/narration + frontend admissions card locale imports,MAT,MAT.,YES,READY_FOR_NATIVE_REVIEW,NO,,,,
kn.admissions_and_fees.additional_details.admission_and_eligibility.mba_programs.entrance_exams[2],backend/data/locales/kn.json#admissions_and_fees.additional_details.admission_and_eligibility.mba_programs.entrance_exams[2],5. Admissions,Admissions card — additional_details.admission_and_eligibility.mba_programs.entrance_exams[2],XAT,"Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: XAT",XAT,Working literal gloss: XAT,No omission established by desk review; native reviewer must verify every clause.,No added fact established by desk review; native reviewer must verify register and implications.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,Stored list item; the runtime composes it with sibling items. Review the composed sentence before approval.,both,backend admissions adapter/narration + frontend admissions card locale imports,XAT,XAT.,YES,READY_FOR_NATIVE_REVIEW,NO,,,,
kn.admissions_and_fees.additional_details.admission_and_eligibility.mba_programs.entrance_exams[3],backend/data/locales/kn.json#admissions_and_fees.additional_details.admission_and_eligibility.mba_programs.entrance_exams[3],5. Admissions,Admissions card — additional_details.admission_and_eligibility.mba_programs.entrance_exams[3],CMAT,"Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: CMAT",CMAT,Working literal gloss: CMAT,No omission established by desk review; native reviewer must verify every clause.,No added fact established by desk review; native reviewer must verify register and implications.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,Stored list item; the runtime composes it with sibling items. Review the composed sentence before approval.,both,backend admissions adapter/narration + frontend admissions card locale imports,CMAT,CMAT.,YES,READY_FOR_NATIVE_REVIEW,NO,,,,
kn.admissions_and_fees.additional_details.admission_and_eligibility.mba_programs.entrance_exams[4],backend/data/locales/kn.json#admissions_and_fees.additional_details.admission_and_eligibility.mba_programs.entrance_exams[4],5. Admissions,Admissions card — additional_details.admission_and_eligibility.mba_programs.entrance_exams[4],KMAT,"Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: KMAT",KMAT,Working literal gloss: KMAT,No omission established by desk review; native reviewer must verify every clause.,No added fact established by desk review; native reviewer must verify register and implications.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,Stored list item; the runtime composes it with sibling items. Review the composed sentence before approval.,both,backend admissions adapter/narration + frontend admissions card locale imports,KMAT,KMAT.,YES,READY_FOR_NATIVE_REVIEW,NO,,,,
kn.admissions_and_fees.additional_details.admission_and_eligibility.mba_programs.entrance_exams[5],backend/data/locales/kn.json#admissions_and_fees.additional_details.admission_and_eligibility.mba_programs.entrance_exams[5],5. Admissions,Admissions card — additional_details.admission_and_eligibility.mba_programs.entrance_exams[5],PGCET,"Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: PGCET",PGCET,Working literal gloss: PGCET,No omission established by desk review; native reviewer must verify every clause.,No added fact established by desk review; native reviewer must verify register and implications.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,Stored list item; the runtime composes it with sibling items. Review the composed sentence before approval.,both,backend admissions adapter/narration + frontend admissions card locale imports,PGCET,PGCET.,YES,READY_FOR_NATIVE_REVIEW,NO,,,,
kn.admissions_and_fees.additional_details.admission_and_eligibility.mba_programs.expected_cutoff,backend/data/locales/kn.json#admissions_and_fees.additional_details.admission_and_eligibility.mba_programs.expected_cutoff,5. Admissions,Admissions card — additional_details.admission_and_eligibility.mba_programs.expected_cutoff,55-65 percentile (General),"Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: 55-65 percentile (General)",ನಿರೀಕ್ಷಿತ ಕಟ್-ಆಫ್ (ಸಾಮಾನ್ಯ): 55–65 ಪರ್ಸೆಂಟೈಲ್,Working literal gloss: 55-65 percentile (General),No omission established by desk review; native reviewer must verify every clause.,No added fact established by desk review; native reviewer must verify register and implications.,The sentence has been redrafted as a complete candidate; native reviewer must validate grammar.,No specific defect established; native review required.,Candidate uses revised Kannada ordering; native reviewer must compare it with the current construction.,Candidate targets consistent respectful kiosk language; approval is pending.,No specific defect established; native review required.,None; stored as a complete source value.,both,backend admissions adapter/narration + frontend admissions card locale imports,ನಿರೀಕ್ಷಿತ ಕಟ್-ಆಫ್ (ಸಾಮಾನ್ಯ): 55-65 percentile,ನಿರೀಕ್ಷಿತ ಕಟ್-ಆಫ್ (ಸಾಮಾನ್ಯ): 55-65 percentile.,YES,READY_FOR_NATIVE_REVIEW,YES,,,,
kn.admissions_and_fees.additional_details.fees_structure.management_quota_engineering_annual.CSE,backend/data/locales/kn.json#admissions_and_fees.additional_details.fees_structure.management_quota_engineering_annual.CSE,8. Fees,Admissions card — additional_details.fees_structure.management_quota_engineering_annual.CSE,"₹3,25,000","Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: ₹3,25,000","₹3,25,000","Working literal gloss: ₹3,25,000",No omission established by desk review; native reviewer must verify every clause.,No added fact established by desk review; native reviewer must verify register and implications.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,None; stored as a complete source value.,both,backend admissions adapter/narration + frontend admissions card locale imports,"₹3,25,000","₹3,25,000.",YES,READY_FOR_NATIVE_REVIEW,NO,,,,
